origin,target,lead,block,teacher_IN,teacher_OOF,last_observation_index,weight
342,467,125,1,612,342,341,0.0006944444444444445
342,468,126,1,612,342,341,0.0006944444444444445
342,469,127,1,612,342,341,0.0006944444444444445
342,470,128,1,612,342,341,0.0006944444444444445
342,471,129,1,612,342,341,0.0006944444444444445
342,472,130,1,612,342,341,0.0006944444444444445
342,473,131,1,612,342,341,0.0006944444444444445
342,474,132,1,612,342,341,0.0006944444444444445
342,475,133,1,612,342,341,0.0006944444444444445
342,476,134,1,612,342,341,0.0006944444444444445
342,477,135,1,612,342,341,0.0006944444444444445
342,478,136,1,612,342,341,0.0006944444444444445
342,479,137,1,612,342,341,0.0006944444444444445
342,480,138,1,612,342,341,0.0006944444444444445
342,481,139,1,612,342,341,0.0006944444444444445
342,482,140,1,612,342,341,0.0006944444444444445
342,483,141,1,612,342,341,0.0006944444444444445
342,484,142,1,612,342,341,0.0006944444444444445
342,485,143,1,612,342,341,0.0006944444444444445
342,486,144,1,612,342,341,0.0006944444444444445
342,487,145,1,612,342,341,0.0006944444444444445
342,488,146,1,612,342,341,0.0006944444444444445
342,489,147,1,612,342,341,0.0006944444444444445
342,490,148,1,612,342,341,0.0006944444444444445
342,491,149,1,612,342,341,0.0006944444444444445
342,492,150,1,612,342,341,0.0006944444444444445
342,493,151,1,612,342,341,0.0006944444444444445
342,494,152,1,612,342,341,0.0006944444444444445
342,495,153,1,612,342,341,0.0006944444444444445
342,496,154,1,612,342,341,0.0006944444444444445
342,497,155,1,612,342,341,0.0006944444444444445
342,498,156,1,612,342,341,0.0006944444444444445
342,499,157,1,612,342,341,0.0006944444444444445
342,500,158,1,612,342,341,0.0006944444444444445
342,501,159,1,612,342,341,0.0006944444444444445
342,502,160,1,612,342,341,0.0006944444444444445
342,503,161,1,612,342,341,0.0006944444444444445
342,504,162,1,612,342,341,0.0006944444444444445
342,505,163,1,612,342,341,0.0006944444444444445
342,506,164,1,612,342,341,0.0006944444444444445
342,507,165,1,612,342,341,0.0006944444444444445
342,508,166,1,612,342,341,0.0006944444444444445
342,509,167,1,612,342,341,0.0006944444444444445
342,510,168,1,612,342,341,0.0006944444444444445
342,511,169,1,612,342,341,0.0006944444444444445
342,512,170,1,612,342,341,0.0006944444444444445
342,513,171,1,612,342,341,0.0006944444444444445
342,514,172,1,612,342,341,0.0006944444444444445
342,515,173,1,612,342,341,0.0006944444444444445
342,516,174,1,612,342,341,0.0006944444444444445
342,517,175,1,612,342,341,0.0006944444444444445
342,518,176,1,612,342,341,0.0006944444444444445
342,519,177,1,612,342,341,0.0006944444444444445
342,520,178,1,612,342,341,0.0006944444444444445
342,521,179,1,612,342,341,0.0006944444444444445
432,432,0,1,612,432,431,0.0006944444444444445
432,433,1,1,612,432,431,0.0006944444444444445
432,434,2,1,612,432,431,0.0006944444444444445
432,435,3,1,612,432,431,0.0006944444444444445
432,436,4,1,612,432,431,0.0006944444444444445
432,437,5,1,612,432,431,0.0006944444444444445
432,438,6,1,612,432,431,0.0006944444444444445
432,439,7,1,612,432,431,0.0006944444444444445
432,440,8,1,612,432,431,0.0006944444444444445
432,441,9,1,612,432,431,0.0006944444444444445
432,442,10,1,612,432,431,0.0006944444444444445
432,443,11,1,612,432,431,0.0006944444444444445
432,444,12,1,612,432,431,0.0006944444444444445
432,445,13,1,612,432,431,0.0006944444444444445
432,446,14,1,612,432,431,0.0006944444444444445
432,447,15,1,612,432,431,0.0006944444444444445
432,448,16,1,612,432,431,0.0006944444444444445
432,449,17,1,612,432,431,0.0006944444444444445
432,450,18,1,612,432,431,0.0006944444444444445
432,451,19,1,612,432,431,0.0006944444444444445
432,452,20,1,612,432,431,0.0006944444444444445
432,453,21,1,612,432,431,0.0006944444444444445
432,454,22,1,612,432,431,0.0006944444444444445
432,455,23,1,612,432,431,0.0006944444444444445
432,456,24,1,612,432,431,0.0006944444444444445
432,457,25,1,612,432,431,0.0006944444444444445
432,458,26,1,612,432,431,0.0006944444444444445
432,459,27,1,612,432,431,0.0006944444444444445
432,460,28,1,612,432,431,0.0006944444444444445
432,461,29,1,612,432,431,0.0006944444444444445
432,462,30,1,612,432,431,0.0006944444444444445
432,463,31,1,612,432,431,0.0006944444444444445
432,464,32,1,612,432,431,0.0006944444444444445
432,465,33,1,612,432,431,0.0006944444444444445
432,466,34,1,612,432,431,0.0006944444444444445
432,467,35,1,612,432,431,0.0006944444444444445
432,468,36,1,612,432,431,0.0006944444444444445
432,469,37,1,612,432,431,0.0006944444444444445
432,470,38,1,612,432,431,0.0006944444444444445
432,471,39,1,612,432,431,0.0006944444444444445
432,472,40,1,612,432,431,0.0006944444444444445
432,473,41,1,612,432,431,0.0006944444444444445
432,474,42,1,612,432,431,0.0006944444444444445
432,475,43,1,612,432,431,0.0006944444444444445
432,476,44,1,612,432,431,0.0006944444444444445
432,477,45,1,612,432,431,0.0006944444444444445
432,478,46,1,612,432,431,0.0006944444444444445
432,479,47,1,612,432,431,0.0006944444444444445
432,480,48,1,612,432,431,0.0006944444444444445
432,481,49,1,612,432,431,0.0006944444444444445
432,482,50,1,612,432,431,0.0006944444444444445
432,483,51,1,612,432,431,0.0006944444444444445
432,484,52,1,612,432,431,0.0006944444444444445
432,485,53,1,612,432,431,0.0006944444444444445
432,486,54,1,612,432,431,0.0006944444444444445
432,487,55,1,612,432,431,0.0006944444444444445
432,488,56,1,612,432,431,0.0006944444444444445
432,489,57,1,612,432,431,0.0006944444444444445
432,490,58,1,612,432,431,0.0006944444444444445
432,491,59,1,612,432,431,0.0006944444444444445
432,492,60,1,612,432,431,0.0006944444444444445
432,493,61,1,612,432,431,0.0006944444444444445
432,494,62,1,612,432,431,0.0006944444444444445
432,495,63,1,612,432,431,0.0006944444444444445
432,496,64,1,612,432,431,0.0006944444444444445
432,497,65,1,612,432,431,0.0006944444444444445
432,498,66,1,612,432,431,0.0006944444444444445
432,499,67,1,612,432,431,0.0006944444444444445
432,500,68,1,612,432,431,0.0006944444444444445
432,501,69,1,612,432,431,0.0006944444444444445
432,502,70,1,612,432,431,0.0006944444444444445
432,503,71,1,612,432,431,0.0006944444444444445
432,504,72,1,612,432,431,0.0006944444444444445
432,505,73,1,612,432,431,0.0006944444444444445
432,506,74,1,612,432,431,0.0006944444444444445
432,507,75,1,612,432,431,0.0006944444444444445
432,508,76,1,612,432,431,0.0006944444444444445
432,509,77,1,612,432,431,0.0006944444444444445
432,510,78,1,612,432,431,0.0006944444444444445
432,511,79,1,612,432,431,0.0006944444444444445
432,512,80,1,612,432,431,0.0006944444444444445
432,513,81,1,612,432,431,0.0006944444444444445
432,514,82,1,612,432,431,0.0006944444444444445
432,515,83,1,612,432,431,0.0006944444444444445
432,516,84,1,612,432,431,0.0006944444444444445
432,517,85,1,612,432,431,0.0006944444444444445
432,518,86,1,612,432,431,0.0006944444444444445
432,519,87,1,612,432,431,0.0006944444444444445
432,520,88,1,612,432,431,0.0006944444444444445
432,521,89,1,612,432,431,0.0006944444444444445
432,522,90,1,612,432,431,0.001388888888888889
432,523,91,1,612,432,431,0.001388888888888889
432,524,92,1,612,432,431,0.001388888888888889
432,525,93,1,612,432,431,0.001388888888888889
432,526,94,1,612,432,431,0.001388888888888889
432,527,95,1,612,432,431,0.001388888888888889
432,528,96,1,612,432,431,0.001388888888888889
432,529,97,1,612,432,431,0.001388888888888889
432,530,98,1,612,432,431,0.001388888888888889
432,531,99,1,612,432,431,0.001388888888888889
432,532,100,1,612,432,431,0.001388888888888889
432,533,101,1,612,432,431,0.001388888888888889
432,534,102,1,612,432,431,0.001388888888888889
432,535,103,1,612,432,431,0.001388888888888889
432,536,104,1,612,432,431,0.001388888888888889
432,537,105,1,612,432,431,0.001388888888888889
432,538,106,1,612,432,431,0.001388888888888889
432,539,107,1,612,432,431,0.001388888888888889
432,540,108,1,612,432,431,0.001388888888888889
432,541,109,1,612,432,431,0.001388888888888889
432,542,110,1,612,432,431,0.001388888888888889
432,543,111,1,612,432,431,0.001388888888888889
432,544,112,1,612,432,431,0.001388888888888889
432,545,113,1,612,432,431,0.001388888888888889
432,546,114,1,612,432,431,0.001388888888888889
432,547,115,1,612,432,431,0.001388888888888889
432,548,116,1,612,432,431,0.001388888888888889
432,549,117,1,612,432,431,0.001388888888888889
432,550,118,1,612,432,431,0.001388888888888889
432,551,119,1,612,432,431,0.001388888888888889
432,552,120,1,612,432,431,0.001388888888888889
432,553,121,1,612,432,431,0.001388888888888889
432,554,122,1,612,432,431,0.001388888888888889
432,555,123,1,612,432,431,0.001388888888888889
432,556,124,1,612,432,431,0.001388888888888889
432,557,125,1,612,432,431,0.001388888888888889
432,558,126,1,612,432,431,0.001388888888888889
432,559,127,1,612,432,431,0.001388888888888889
432,560,128,1,612,432,431,0.001388888888888889
432,561,129,1,612,432,431,0.001388888888888889
432,562,130,1,612,432,431,0.001388888888888889
432,563,131,1,612,432,431,0.001388888888888889
432,564,132,1,612,432,431,0.001388888888888889
432,565,133,1,612,432,431,0.001388888888888889
432,566,134,1,612,432,431,0.001388888888888889
432,567,135,1,612,432,431,0.001388888888888889
432,568,136,1,612,432,431,0.001388888888888889
432,569,137,1,612,432,431,0.001388888888888889
432,570,138,1,612,432,431,0.001388888888888889
432,571,139,1,612,432,431,0.001388888888888889
432,572,140,1,612,432,431,0.001388888888888889
432,573,141,1,612,432,431,0.001388888888888889
432,574,142,1,612,432,431,0.001388888888888889
432,575,143,1,612,432,431,0.001388888888888889
432,576,144,1,612,432,431,0.001388888888888889
432,577,145,1,612,432,431,0.001388888888888889
432,578,146,1,612,432,431,0.001388888888888889
432,579,147,1,612,432,431,0.001388888888888889
432,580,148,1,612,432,431,0.001388888888888889
432,581,149,1,612,432,431,0.001388888888888889
432,582,150,1,612,432,431,0.001388888888888889
432,583,151,1,612,432,431,0.001388888888888889
432,584,152,1,612,432,431,0.001388888888888889
432,585,153,1,612,432,431,0.001388888888888889
432,586,154,1,612,432,431,0.001388888888888889
432,587,155,1,612,432,431,0.001388888888888889
432,588,156,1,612,432,431,0.001388888888888889
432,589,157,1,612,432,431,0.001388888888888889
432,590,158,1,612,432,431,0.001388888888888889
432,591,159,1,612,432,431,0.001388888888888889
432,592,160,1,612,432,431,0.001388888888888889
432,593,161,1,612,432,431,0.001388888888888889
432,594,162,1,612,432,431,0.001388888888888889
432,595,163,1,612,432,431,0.001388888888888889
432,596,164,1,612,432,431,0.001388888888888889
432,597,165,1,612,432,431,0.001388888888888889
432,598,166,1,612,432,431,0.001388888888888889
432,599,167,1,612,432,431,0.001388888888888889
432,600,168,1,612,432,431,0.001388888888888889
432,601,169,1,612,432,431,0.001388888888888889
432,602,170,1,612,432,431,0.001388888888888889
432,603,171,1,612,432,431,0.001388888888888889
432,604,172,1,612,432,431,0.001388888888888889
432,605,173,1,612,432,431,0.001388888888888889
432,606,174,1,612,432,431,0.001388888888888889
432,607,175,1,612,432,431,0.001388888888888889
432,608,176,1,612,432,431,0.001388888888888889
432,609,177,1,612,432,431,0.001388888888888889
432,610,178,1,612,432,431,0.001388888888888889
432,611,179,1,612,432,431,0.001388888888888889
